"total_pop","county_fips_code","commuters_by_public_transportation","commuters_by_car_truck_van","commuters_by_subway_or_elevated","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","two_or_more_races_pop","not_hispanic_pop","median_income","median_age","families_with_young_children","high_school_diploma","bachelors_degree","graduate_professional_degree","bachelors_degree_or_higher_25_64","confirmed_cases","deaths","total_population","area_sqmi","population_density_per_sqmi","percent_below_poverty","percent_unemployed_CDC","eightieth_percentile_income","twentieth_percentile_income","income_ratio","stay_at_home_announced","stay_at_home_effective","date_stay_at_home_announced","percent_fair_or_poor_health","percent_smokers","percent_adults_with_obesity","percent_physically_inactive","percent_with_access_to_exercise_opportunities","percent_excessive_drinking","percent_adults_with_diabetes","percent_vaccinated","date","lat","lon"
18278,48133,0,6552,0,14595,411,44,2923,76,0,229,15355,32135,43,1130,3645,1032,562,1140,972,23,18252,926.490091631314,19.7001567149659,17.6,5,75536,15980,4.7269086358,"no","no","2020-03-31",18.54509811,15.130464026,34.6,29.4,53.010816338,17.789791464,5.8,40,2020-03-25,32.3270807583994,-98.8323172648117
14756,48239,121,6136,0,8765,1049,44,4760,0,0,124,9996,58504,39.2,1167,2848,1301,482,1375,1284,23,14678,829.442326899994,17.6962273614109,13,5.1,99770,24324,4.101710245,"no","no","2020-03-31",18.669127988,13.883057626,33.4,25.7,50.046181172,19.111171306,16.5,38,2020-03-26,28.9542359892173,-96.5776408524801
14481,48455,26,4401,0,11454,1382,52,1347,44,0,202,13134,37398,48.5,785,3308,878,365,689,503,12,14360,693.628583525244,20.7027223806404,15.5,10.2,76420,17644,4.331217411,"yes","yes","2020-03-31",20.181359844,16.632064225,39.6,28.8,80.706205005,15.343316562,29.3,37,2020-04-04,31.0888418869498,-95.1355057206965
29292,48015,8,12237,0,18533,2601,58,7598,11,28,463,21694,62614,40.9,2173,5031,3075,1368,3493,1404,18,29107,646.49136448477,45.0230298485073,14.5,5.8,117074,25103,4.6637453691,"no","no","2020-03-31",17.116888869,13.560554297,31.5,29.3,26.494703874,19.415096651,10.4,40,2020-03-25,29.8870103588646,-96.2779012170143
11089,48031,0,4274,0,8601,1,64,2119,0,0,304,8970,58500,49.5,515,2069,1453,884,1430,318,11,10918,709.249466966982,15.3937373357353,9.7,6.1,124915,28888,4.3241138189,"no","no","2020-03-31",16.317222287,13.394388603,29.4,27.5,49.880918358,17.434835553,12.4,44,2020-03-25,30.2663627446647,-98.3998878308389
13368,48279,8,5067,0,5319,484,72,7347,39,0,107,6021,43712,35.6,1063,2354,945,444,1100,1799,73,13561,1016.18091750265,13.3450646104704,20.8,4.7,83543,17862,4.6771358191,"no","no","2020-03-31",26.104734081,16.316045368,26.4,27.6,69.37110968,16.320580831,18.2,36,2020-03-28,34.068614290812,-102.35172621597
19646,48161,7,6970,0,13269,3164,72,2891,30,0,220,16755,45890,40.6,1380,3662,1200,407,1184,988,30,19585,877.730263105658,22.3132331460268,16.6,5.5,107585,19724,5.4545224092,"yes","yes","2020-03-31",19.499611292,16.225948267,34.9,39.5,34.719418652,17.358596604,18.8,37,2020-04-15,31.7049100261666,-96.1490908786672
13095,48115,12,4483,0,4752,740,112,7390,52,0,46,5705,43201,33.1,1027,2254,771,298,865,1575,59,13317,900.305522720814,14.7916453514077,16.3,7.4,93305,16734,5.5757738736,"no","no","2020-03-31",25.453169093,16.164550294,29.2,28.1,68.307670064,17.883088687,16.7,23,2020-03-29,32.7425608730274,-101.947655178528
19110,48163,13,6441,0,3140,679,120,15006,0,81,84,4104,37382,31.3,1355,2968,648,179,691,2148,24,18542,1133.50030094582,16.3581782770839,21.3,6.9,90038,16538,5.4443100738,"yes","yes","2020-03-31",28.351285182,15.792629049,24.5,24,40.587791137,18.515920127,4.2,35,2020-04-08,28.8677925370046,-99.1082118164806
21704,48233,0,8738,0,15474,431,120,4887,286,6,431,16817,50035,36.9,1818,3603,1412,534,1550,1253,57,21782,887.419981986892,24.5453116248646,16.5,4.9,102186,20908,4.8874115171,"yes","yes","2020-03-31",18.278601693,15.468328875,30.7,34.9,84.063205418,19.197580119,11,38,2020-04-04,35.8400433223621,-101.354689978787
30118,48067,25,11115,0,23015,5106,128,1306,4,2,543,28812,41432,42.9,1988,8064,2248,968,2205,1499,59,30346,936.963177879674,32.3876121457327,19.2,8.8,86808,19033,4.5609205065,"no","no","2020-03-31",17.74558908,15.487323412,37.3,33.5,36.314994748,16.935719066,20.3,35,2020-03-20,33.0775418664454,-94.3435511456577
16850,48287,0,7085,0,10731,1853,144,3916,0,27,179,12934,55741,41.3,995,3606,1414,617,1534,1182,34,16754,629.0393475202,26.6342639233104,14.8,6,97559,21232,4.5949039186,"yes","yes","2020-03-31",17.961763839,14.878234008,41.1,35,47.188779196,18.406643853,15.5,48,2020-04-02,30.3106593985254,-96.9657010404066
14791,48389,0,4715,0,2693,661,168,11096,54,34,85,3695,49390,35.4,992,2150,683,250,792,1522,33,14438,2635.35244738742,5.47858409387072,14.7,7.7,97325,20839,4.6703296703,"yes","yes","2020-03-31",24.792897512,14.629754016,28.3,25.6,72.074294421,20.084789362,7.2,28,2020-05-08,31.3230330694176,-103.692996015905
33787,48147,0,12063,0,26834,2189,224,3580,150,21,771,30207,47875,41.9,2077,6457,2603,1264,2757,2439,66,33757,890.831882348962,37.8937941814441,16.5,6.4,98526,21746,4.5307642785,"no","no","2020-03-31",17.2612212,15.582923899,30.2,30.7,39.324782545,19.232736233,6.8,43,2020-03-20,33.5938381116098,-96.1068695806598
36491,48227,57,13540,0,18262,1891,288,15030,247,4,748,21461,50855,36.7,2469,5637,2271,911,2542,4196,79,36423,900.791077646178,40.4344591147323,14.9,6.6,100919,22680,4.449691358,"yes","yes","2020-03-31",20.826293871,15.510638057,39.6,24.7,81.983320005,19.740688208,13.9,38,2020-04-10,32.306169328812,-101.435594809715
129100,48091,113,52623,27,88661,2547,1344,34565,124,132,1683,94535,73655,42.2,8545,19148,21295,10924,23901,7314,190,124234,559.51095843715,222.04033384264,9.2,4.5,142813,34141,4.1830350605,"no","no","2020-03-31",15.188534793,12.558235487,30.3,20.9,83.905524006,19.861001888,5.4,44,2020-03-24,29.8081935545715,-98.2782823243836
3358,48385,0,956,0,2685,7,1,664,0,0,1,2694,36493,54.3,251,494,391,139,342,263,12,3348,699.158484632412,4.7886138459154,18.4,6.7,69481,14542,4.777953514,"yes","yes","2020-03-31",21.118462783,14.842645723,25.6,25.7,74.8564521,15.017011067,10,35,2020-06-05,29.831778799035,-99.8222038255969
5851,48411,0,2206,0,3823,161,1,1739,0,0,127,4112,40301,40.9,353,989,449,177,388,487,15,5881,1135.30988264111,5.18008350840638,18,3.9,86435,18840,4.5878450106,"yes","yes","2020-03-31",21.319313332,15.79116238,25.4,27,46.566628609,17.396475699,6.2,23,2020-05-19,31.1552079314115,-98.8175945325331
12353,48387,1,4291,0,9035,2176,1,897,27,0,217,11456,35356,45.6,714,2845,934,290,866,549,31,12455,1043.87569851732,11.9314972249,16.5,6.9,77100,15888,4.8527190332,"yes","yes","2020-03-31",21.349289859,16.970871195,39.4,39.6,35.754276827,15.872737119,18.6,49,2020-04-16,33.6207581176665,-95.0502812743802
20474,48123,11,7228,0,11383,1852,1,7062,0,0,176,13412,50960,41.2,1637,4674,1423,542,1563,1553,50,20660,908.975980584798,22.7288734150139,16.2,6.7,110225,20033,5.5021714172,"no","no","2020-03-31",21.848624732,15.261431491,26.6,34.2,60.113449769,17.398652838,15.3,29,2020-03-19,29.0820692401193,-97.3567514839797
564,48261,0,174,0,64,0,1,499,0,0,0,65,24800,29.8,44,86,11,11,22,30,2,558,1458.45223645931,0.382597376897758,22.8,0,60375,17462,3.4575077311,"yes","yes","2020-03-31",30.347698305,16.071325305,23.7,20.6,0,14.565982803,9,44,2020-07-03,26.9296206398539,-97.7154281939361
245720,48309,482,103065,63,139446,34865,3713,63010,465,269,3920,182710,46262,33.2,20120,33245,21969,11954,26301,21894,344,243394,1037.10919069675,234.685028522873,19.9,5.6,100595,19738,5.0965143378,"no","no","2020-03-31",20.283649634,15.744620118,32.8,23.6,65.814410871,18.780887596,9.8,49,2020-03-18,31.552379711321,-97.2017689923516
126146,48181,203,50687,0,96360,6995,1665,15999,1614,217,3234,110147,52683,40.2,9050,21146,11483,5734,12688,8983,225,124231,932.820983345296,133.177750305831,15.6,7.5,103177,23156,4.4557350147,"no","no","2020-03-31",16.860260315,14.841121999,30.4,33.8,66.638814663,18.701534112,13,50,2020-03-24,33.6267816670388,-96.6777313864105
160173,48251,107,67514,0,117957,4506,1219,32475,664,91,2673,127698,60458,36.9,12168,27421,13984,5347,15284,14435,213,157544,724.799204165384,217.362269570114,12.1,6.3,112554,29975,3.7549291076,"no","no","2020-03-31",16.373406127,14.507444179,38.9,28.1,70.569255436,20.624871439,12.2,46,2020-03-19,32.379018449699,-97.3663551053277
46974,48373,154,15967,0,33325,4895,289,6946,694,42,722,40028,43267,43.4,2713,9217,3086,1025,2833,2492,70,46583,1057.04427402505,44.0691096339982,18.2,9.4,96017,19675,4.8801524778,"no","no","2020-03-31",19.969311499,16.389050824,43.7,30.9,39.878448902,17.95622793,16,45,2020-03-29,30.7926961901348,-94.8300472731062
40306,48259,19,16149,0,29661,278,289,9285,12,0,748,31021,81023,42.4,2378,5087,7464,3285,7940,1890,44,39010,662.453553214162,58.8871473490136,6.1,4.7,163476,36814,4.4405932526,"no","no","2020-03-31",14.471163322,11.960716759,23.4,23.7,76.117928764,19.568560159,6.3,47,2020-03-25,29.9446660633187,-98.7115612803907
39064,48097,21,16792,0,29844,976,337,6774,259,25,789,32290,60027,40.5,2896,6073,4098,1847,4180,2806,48,38878,874.820364841948,44.4411236437369,15,6.5,110342,26944,4.0952345606,"yes","yes","2020-03-31",16.168022976,14.555913397,24.1,27.4,52.0384005,19.423579377,7.7,41,2020-04-10,33.6392652293645,-97.2125954372263
839539,48215,960,273909,0,55339,3522,7953,770794,593,202,1021,68745,37097,28.9,92776,88929,59522,23471,71969,56455,2018,828334,1570.89862733268,527.299461332191,32.8,9,84317,14937,5.6448416683,"no","no","2020-03-31",30.499781838,14.561317141,34.4,21.6,59.301675725,16.270067138,11.1,46,2020-03-24,26.3968872836939,-98.1812120719069
254574,48245,555,99798,3,106135,85901,9264,49725,588,159,2697,204849,46315,36,19834,46316,21920,9941,25150,15937,263,252993,876.309228980432,288.702882080053,20,7.3,102944,18968,5.4272458878,"no","no","2020-03-31",20.915803628,16.567076593,35,32,65.082271983,17.450521828,14.2,42,2020-03-24,29.8840570812561,-94.1629365803417
22016,48341,42,10056,0,7410,700,1735,11920,59,0,192,10096,52469,30.5,2350,2318,1327,365,1343,2116,57,22186,899.690539455214,24.6595901891268,17.8,3.9,95579,28300,3.3773498233,"no","no","2020-03-31",22.433994191,14.812547254,27.6,24.9,76.762235208,18.010565564,8.3,40,2020-03-30,35.837720574645,-101.892996138032
28109,48363,53,10263,0,21203,681,177,5539,175,34,276,22570,45067,41,2029,5315,2239,931,1976,2298,50,27922,952.248679996744,29.3221724393417,17.9,6.7,96030,19295,4.9769370303,"yes","yes","2020-03-31",18.90812556,15.966305298,32.1,30.2,47.291096012,18.043938754,10.7,44,2020-04-02,32.7531573539265,-98.3130233156078
53607,48467,12,20223,0,45206,1406,249,5510,294,22,863,48097,50061,43.3,3615,10161,4419,1740,4396,3154,77,53070,842.565561677666,62.9861964620655,15.8,5.9,99682,22686,4.3939874813,"no","no","2020-03-31",16.517652958,14.351332927,26,27.2,37.012875863,17.945981602,11.5,40,2020-03-19,32.5637189086043,-95.8365026735641
34667,48477,18,13973,0,22344,5882,612,5372,93,0,323,29295,55793,42,2229,5936,3876,1678,3731,1668,69,34544,603.959929561258,57.1958474548042,14.4,4.9,106353,22909,4.6424112794,"no","no","2020-03-31",18.14988956,14.541904622,29.6,34.6,61.216560887,17.581614157,16,41,2020-03-28,30.2145304952092,-96.4034520232326
420201,48061,835,142682,11,39240,1560,2706,375256,514,150,756,44945,36095,31.4,41474,49954,29742,12145,34252,32698,1126,418785,891.081353662018,469.973923569321,33,9.4,81705,14433,5.6609852422,"no","no","2020-03-31",31.356670731,13.181444551,30.8,24.5,65.609275762,15.492334581,10.5,42,2020-03-19,26.1319696726336,-97.5222458222868
90414,48397,327,39533,70,65357,5437,2195,15419,201,41,1764,74995,93269,37.2,6743,10165,15356,7947,19720,8222,78,88010,127.106691921512,692.410436221139,6.2,5.4,163251,43865,3.7216687564,"no","no","2020-03-31",13.494273966,12.767917298,24.9,31.8,90.16811979,21.325377182,14.7,51,2020-03-26,32.8977288977373,-96.4077915171962
125963,48367,103,53281,0,106370,1642,613,14461,622,132,2071,111502,70608,39.6,9252,18554,16056,6727,18911,11314,115,123601,903.477027869542,136.805913362799,9.4,5.6,141346,34525,4.0940188269,"no","no","2020-03-31",13.797306127,13.861533433,34.9,29.8,52.577249053,19.399463801,6.6,46,2020-03-24,32.7776533323947,-97.8050749242639
87700,48005,126,33612,0,53704,12878,933,18871,60,94,1151,68829,46472,36.8,6844,14150,6426,3111,7183,6765,193,87657,797.779430843078,109.876234722379,19.6,8.3,88122,19834,4.4429767067,"no","no","2020-03-31",20.900429989,15.856965822,40.7,34.5,65.127750055,15.738964327,14.3,48,2020-03-26,31.2547780608992,-94.6118610593483
27015,48463,0,10727,0,7325,40,275,19158,108,0,107,7857,40781,33.8,2466,3349,1823,698,1814,2733,48,27055,1551.9445955955,17.4329676953568,20.7,6.4,83593,17396,4.805300069,"no","no","2020-03-31",27.027628569,15.015463597,31.4,30.3,76.637000568,16.58947828,15.7,32,2020-03-27,29.357300664707,-99.7622254557405
123402,48183,82,51044,35,71967,24790,1679,22449,385,138,1930,100953,47970,35.4,10668,18338,11233,4923,12221,8451,221,123283,273.372031107302,450.971518558934,18.2,5.8,99299,21532,4.6116942226,"no","no","2020-03-31",19.589410124,16.109610448,30.3,27.7,81.591226485,17.414680769,10.4,48,2020-03-11,32.4804733717139,-94.8169623302702
21456,48457,3,5883,0,17081,2313,73,1564,21,62,342,19892,44396,43,1151,4922,1472,348,1194,999,19,21371,924.49456900435,23.1164148676567,15.7,10.3,91077,18914,4.8153219837,"yes","yes","2020-03-31",17.056772932,15.101168377,33.2,33.7,51.87907746,18.41350783,6.8,31,2020-04-04,30.7712364484497,-94.3766048168476
20195,48299,0,6465,0,17593,150,77,1983,28,1,363,18212,50524,57.1,798,3362,2981,1316,2046,805,30,19624,934.051587330898,21.0095462243971,13.8,7.7,105524,24116,4.3756841931,"no","no","2020-03-31",16.332048434,13.023916645,26.5,27.1,79.560644526,15.065337557,11.7,39,2020-03-25,30.7057399563792,-98.684131913665
13492,48093,0,4958,0,9504,90,81,3677,62,1,77,9815,42419,44.4,948,2761,1204,546,1070,1118,36,13506,937.753129058104,14.4025112596166,21.3,5.2,91986,20331,4.5244208352,"yes","no","2020-03-31",19.61412806,14.522763417,26.4,25.4,15.178188064,16.595722607,15.4,25,2020-04-01,31.9479813956913,-98.5582292439637
5821,48205,0,1877,0,3467,490,81,1527,1,48,207,4294,64427,39.8,382,945,561,178,536,317,2,5966,1461.95033563728,4.08084998140471,7.3,1.6,105542,31936,3.3047970942,"yes","yes","2020-03-31",15.243968617,13.134024208,29.9,27.3,73.804025074,21.746258071,4.4,32,2020-04-20,35.83999590764,-102.602932204804
7891,48069,0,2936,0,2595,54,93,5039,6,10,92,2852,44643,34.4,758,1276,414,220,543,832,22,7875,894.433628292228,8.80445429476528,16.2,4.8,87818,24379,3.6021986136,"no","no","2020-03-31",24.165192397,14.093096116,27.3,21.5,48.920863309,17.136731575,18,35,2020-03-21,34.5298933819647,-102.261679438047
10266,48399,0,3872,0,6394,134,109,3474,37,5,113,6792,41226,41.1,685,2140,1063,275,1017,1085,28,10411,1050.94416744563,9.90633025282821,17.8,4.6,88782,19870,4.468142929,"yes","yes","2020-03-31",20.873449843,15.016094594,29,28.5,47.585944196,16.995234823,14.4,37,2020-04-28,31.8310872726386,-99.9762276099264
22962,48179,0,8927,0,14807,981,162,6412,203,0,376,16550,48314,36.7,1904,3898,1508,451,1418,1773,40,23028,925.973627696442,24.8689588031649,15.7,5.3,99861,20345,4.9083804375,"yes","no","2020-03-31",19.447557638,15.735951756,33.8,29.5,92.367428445,18.598500688,10.9,45,2020-04-01,35.4012137351961,-100.812603616589
48139,48013,15,18145,0,16480,353,186,30585,55,12,468,17554,55194,35.4,3978,9190,2926,1414,3415,3781,90,47710,1219.54048877763,39.121292354812,15.3,7.2,105098,23811,4.4138423418,"no","no","2020-03-31",23.67838846,14.394469898,36.7,32.1,41.16586137,17.596359671,17.1,36,2020-03-25,28.8935141156428,-98.5271601660977
20473,48281,20,7983,0,14916,621,226,3935,84,40,440,16538,54467,41.8,1203,3084,1871,983,1899,913,17,20357,712.84106267477,28.5575580110594,13.7,8.2,109528,26315,4.1621888657,"yes","yes","2020-03-31",16.640287912,14.280502671,30,25.3,49.006454236,18.460983657,5.7,26,2020-04-03,31.1962175624693,-98.2414717914022
66606,48203,7,25568,0,42506,14192,468,8467,209,33,704,58139,48644,37.7,5169,12828,5859,2345,6318,3575,71,66431,899.934602251454,73.8175861154834,17.7,8.3,97207,22112,4.396119754,"no","no","2020-03-31",18.421327733,15.5512299,44.2,31.2,63.047949902,17.575217373,14.5,46,2020-03-27,32.5481442754672,-94.37147534619
24832,48007,0,8955,0,16803,390,500,6714,6,26,393,18118,44601,49.6,1252,4088,2251,1309,1768,895,26,24729,252.084298495608,98.0981368041487,17,7.5,102962,19557,5.2647134019,"yes","yes","2020-03-31",20.550540941,14.157452328,40.5,36.3,80.602815442,15.891207446,18.7,42,2020-04-05,28.2317850523074,-96.9404738218518
164092,48139,325,71693,40,102697,14640,1104,41791,419,156,3217,122301,67371,36,12448,24915,16526,6616,19142,16403,201,160225,935.658670110252,171.243002516206,11,5.5,132840,33175,4.0042200452,"no","no","2020-03-31",15.928453688,13.138732445,38,26.9,65.958826282,16.544541258,12.5,50,2020-03-17,32.3484313284083,-96.7945128254061
49401,48277,19,19071,0,37039,6093,437,3689,152,7,1836,45712,42198,40.4,3560,9109,4006,1716,4130,4956,112,49626,907.193841861358,54.7027522785854,19.9,7,89655,17191,5.2152288988,"no","no","2020-03-31",19.558620172,17.973480918,34.3,37.3,63.647500653,15.918780649,15,48,2020-03-25,33.6672563012463,-95.5712041736365
336506,48027,664,139999,0,158932,70588,9378,80846,977,325,13112,255660,52583,30.6,33104,42677,32377,16680,40917,16512,214,330859,1051.0252229968,314.796441379987,14.7,8.7,99553,25144,3.9593143493,"no","no","2020-03-31",20.289556752,15.179414783,34.8,22.9,77.680145696,20.343420575,11.1,39,2020-03-13,31.0376798954995,-97.4782479769508
222277,48423,198,90075,0,134122,38746,3497,42128,730,246,2577,180149,50742,36.6,17756,28861,25104,11297,27121,15406,309,219745,921.510270429648,238.461802381807,17,6.6,106842,22625,4.7222983425,"no","no","2020-03-31",18.491964908,15.871641939,34.4,27.6,72.493491136,18.032393258,13.6,52,2020-03-13,32.3750456268362,-95.2691806754865
91518,48469,373,39645,0,41590,5331,971,42139,137,171,1179,49379,55740,35.7,7661,15424,7819,3760,9169,6672,134,90989,882.105970585228,103.149738278762,14.7,5.5,110123,23641,4.6581362887,"no","no","2020-03-31",21.961190023,14.51170796,36.4,29.8,79.053610314,20.036655247,18.2,48,2020-03-24,28.7963585155098,-96.9715273025109
114852,48257,155,49273,0,76486,11926,1239,22817,491,166,1660,92035,63926,35.7,9272,19308,10175,5046,12897,11450,154,111830,780.68277675388,143.246403443144,13.7,7,123275,29214,4.2197234203,"no","no","2020-03-31",16.904775778,14.878533889,35.8,27.5,58.720851476,20.576285444,9.5,50,2020-03-25,32.5993005093801,-96.287783790387
32729,48025,0,9297,0,10555,2697,155,19058,151,27,83,13671,45415,35.2,2213,4846,1263,784,1428,3082,53,32706,880.239012202224,37.1558173934765,20.5,6.1,84750,15778,5.3714032197,"yes","yes","2020-03-31",23.853585888,15.765248622,30.7,21.7,50.88980258,19.809911966,13.3,29,2020-04-08,28.4173762131759,-97.7411741655143
47205,48493,0,18950,0,27225,634,163,18488,85,57,521,28717,71942,40.4,3051,9251,4199,1963,5162,2790,41,46444,803.734187394088,57.7852736992355,10.5,6.2,129470,30755,4.2097219964,"no","no","2020-03-31",17.345491405,13.170295705,33.5,33.9,31.553194464,19.403064616,12.7,37,2020-03-25,29.1740007335726,-98.0865747504685
53026,48401,0,19103,0,34304,9029,243,8559,101,30,760,44467,49270,38.5,3722,9038,3855,1748,3985,3065,65,53197,924.036479444756,57.5702379542045,16.5,5.9,101585,22854,4.4449549313,"no","no","2020-03-31",21.275809968,16.745604024,38.8,32.1,41.078192387,18.740169662,15.5,41,2020-03-18,32.1077286865248,-94.7618883969121
7191,48377,28,1730,0,979,0,358,5854,0,0,0,1337,26486,41.4,625,763,608,306,614,615,19,7144,3855.25065040159,1.85305720634684,24.5,9.2,62198,11268,5.5198793042,"yes","yes","2020-03-31",34.702353389,16.35750904,29.5,30,94.576618061,12.96436988,19,12,2020-05-25,29.9997640529087,-104.240520148053
79884,48291,78,26740,0,52576,7972,454,17488,269,65,1055,62396,48344,35.8,6511,16304,3474,1391,3962,5116,111,78598,1158.43869514926,67.8482170261698,17.3,9.2,96358,21414,4.4997665079,"no","no","2020-03-31",20.35178764,16.686172315,33.8,38.3,54.517932922,18.805088272,19.7,35,2020-03-25,30.15159404585,-94.8121985754714
135371,48441,418,60050,0,87366,10018,2612,32219,670,192,2221,103152,49161,32.2,11800,18868,13250,6517,15022,13275,263,135234,915.5510856748,147.707759966585,17.5,5.5,102007,22971,4.4406860825,"no","no","2020-03-31",18.742844154,15.277754787,32,28,84.133043359,20.20388983,7.9,44,2020-03-27,32.3014294038557,-99.8901131589302
80306,48021,77,30408,0,43147,6219,686,28883,353,368,650,51423,59185,38.8,5662,12349,7527,3249,8415,4373,57,78286,888.171992852292,88.1428379075441,13.6,8.6,116107,27801,4.1763605626,"no","no","2020-03-31",20.343852258,15.633213058,38.4,23.9,47.513179005,19.331467398,11.7,41,2020-03-21,30.1036089734224,-97.3120284466542
155744,48135,310,67779,24,53705,6451,1628,91475,283,238,1938,64269,59528,30.3,16083,20816,10084,3775,11890,12222,269,153177,897.725946687266,170.627796339456,12.4,6.4,116166,26646,4.3596036929,"no","no","2020-03-31",20.904542569,14.225831664,32.3,30.3,71.059578502,19.949437185,7.7,39,2020-03-29,31.8691916201687,-102.542889458471
2236,48243,0,763,0,1361,15,33,810,3,0,14,1426,46534,55.3,70,231,326,316,334,116,1,2221,2264.55471560609,0.980766763856075,8,4.8,84202,20217,4.1649107187,"yes","yes","2020-03-31",21.582434922,13.907125123,26.6,23.5,47.822374039,14.658153466,8.3,24,2020-06-26,30.7153800257367,-104.139971563031
13660,48059,0,4710,0,11862,201,33,1249,8,0,307,12411,40945,43.3,901,3188,1080,449,1054,931,28,13596,899.37180762099,15.1172183570708,18,3.8,87744,17846,4.9167320408,"yes","yes","2020-03-31",16.77024025,15.452111313,34.8,29.5,54.555522741,18.198158593,13.4,40,2020-04-07,32.2976530755253,-99.3734934771638
8774,48335,7,2613,0,4270,902,33,3446,30,0,93,5328,52194,34.6,523,1364,545,160,526,535,21,8995,911.089111039268,9.872799368373,10.2,6,102432,24085,4.252937513,"yes","yes","2020-03-31",17.87552157,13.55322752,30.8,24,4.3390407317,21.807531097,6,26,2020-04-07,32.3062077633602,-100.921147883565
17577,48003,0,7744,0,7229,265,37,9737,16,0,284,7840,70753,31.6,1733,3109,663,355,824,1606,37,17215,1500.72069074688,11.4711552297133,10.7,5.2,132125,30987,4.2638848549,"yes","yes","2020-03-31",19.851002217,13.4363002,34.9,26.4,93.865819018,20.115429871,6.7,24,2020-04-04,32.3050357017484,-102.637746358969
5806,48207,0,1940,0,3822,182,43,1605,32,11,111,4201,43529,43.4,301,1148,377,155,377,355,17,5812,903.132658862518,6.43537795136334,20.6,9.6,80156,16627,4.8208335839,"yes","yes","2020-03-31",20.885463293,15.705160073,26.7,32,61.129004916,17.61780248,10.3,37,2020-05-15,33.1782360047118,-99.7303078800065
16727,48395,0,6487,0,9682,3299,45,3382,41,10,250,13345,52189,41.4,1195,3254,1170,526,1291,1069,25,16537,855.683736202526,19.3260655781425,15.1,7.9,100010,21114,4.7366676139,"no","no","2020-03-31",18.975514991,14.72178451,36.6,34.9,48.345566117,17.308039976,16,41,2020-03-25,31.0270427954614,-96.5128097788861
23273,48219,12,9587,0,11112,849,45,10921,131,8,195,12352,49184,33.4,1766,3027,1313,639,1571,2049,91,23377,908.391408257126,25.7345014357324,15.7,7.2,97150,20876,4.6536692853,"no","no","2020-03-31",21.931287222,14.672073421,28.6,33.6,65.798997166,18.538219317,7.2,31,2020-03-20,33.6076354646342,-102.343198051467
21316,48019,10,7614,0,16788,213,47,3836,48,16,368,17480,56413,52,951,4148,2588,1287,2527,820,20,21015,790.994367732598,26.5678250785021,16.5,4.1,104633,24256,4.3136955805,"yes","yes","2020-03-31",16.935833605,13.663315439,29.9,27.8,58.481815963,16.989327698,8.6,39,2020-04-09,29.7472151697589,-99.2463100658362
63420,48427,82,18213,0,403,24,57,62903,9,10,14,517,27133,28.8,7128,7187,2467,921,3074,7460,214,63008,1223.17856614689,51.5116939945083,37.6,14.2,68083,12542,5.4284005741,"no","no","2020-03-31",38.887129293,18.830082122,38.4,27.6,25.009841228,14.217961553,10.6,25,2020-03-27,26.5621013780898,-98.738691624816
17955,48035,4,6523,0,14127,246,57,3154,59,0,312,14801,48677,46.5,1123,3693,1596,773,1401,988,20,17953,982.978764818618,18.2638736893902,14.8,6.4,97981,23804,4.1161569484,"yes","yes","2020-03-31",17.592109629,14.269071565,31.8,27.2,31.380408522,17.003577722,10.5,30,2020-04-15,31.9003885395025,-97.6343325720766
17596,48051,26,7117,0,11561,2169,59,3537,31,0,239,14059,52510,42.9,1220,4080,1129,688,1316,1093,22,17417,659.031562076322,26.4281727951338,13.6,6.1,103226,23988,4.3032349508,"no","no","2020-03-31",17.625474698,14.072572987,38.4,25,49.874905452,17.635401462,4.8,41,2020-03-28,30.4924781488661,-96.6214492747078
19969,48253,1,4652,0,10940,2892,59,5424,28,43,583,14545,48601,38.6,940,3240,1315,288,1248,2569,35,19944,928.554740802052,21.4785398465287,16.7,3.7,92609,21848,4.2387861589,"yes","yes","2020-03-31",19.793417607,16.075474406,37.9,25.7,43.698643699,20.363095039,13.3,30,2020-04-08,32.7398995167836,-99.8787593816798
7207,48111,15,3286,0,3692,124,63,3157,84,34,53,4050,45580,32.1,710,900,367,174,436,466,20,7052,1503.1311680041,4.69154000004128,16.2,4.8,98219,28728,3.4189292676,"yes","yes","2020-03-31",21.242602359,15.784335086,35.8,24.2,92.660002984,19.299188282,8.3,27,2020-04-07,36.2778870078745,-102.602222564886
7098,48017,0,2380,0,2459,108,63,4447,5,0,0,2651,43523,35.2,614,1004,478,146,563,742,15,7131,826.971482208972,8.62303012064209,19.1,2.1,91974,25580,3.5955433933,"yes","yes","2020-03-31",26.991707829,16.253688372,31.3,24.6,82.121423587,16.271789238,6.1,41,2020-05-05,34.0685763742373,-102.829885696842
15804,48371,36,5620,0,4094,654,66,10822,87,20,52,4982,50543,36.2,1267,3031,696,329,823,1313,26,15826,4763.83263126998,3.32211503320195,9.7,4,96140,25137,3.8246409675,"yes","yes","2020-03-31",22.371432871,13.840546378,46.2,26.2,55.49751725,19.24599338,10.9,16,2020-04-06,30.7810187099771,-102.723539726268
8422,48083,3,3112,0,6512,231,70,1465,64,0,80,6957,40804,46.6,577,1867,639,241,533,579,20,8476,1261.94520270813,6.71661493843832,18.3,6,84609,19362,4.3698481562,"yes","yes","2020-03-31",20.247357914,15.737412413,25.1,26.6,69.050028106,15.869392648,17.8,25,2020-05-02,31.7732131703085,-99.4536426122545
